Rand Values,isExperiential,isQuestion,numChars,postID,numPostsByUser,replyNum,numLinks,isTerminating,thisPost,numPostsInThread,wordsPerPara,breaksToWordsRatio,dataSet_isExperiential2,dataSet_isInfoSeeking
1396.281558,yes,no,890,30860,370,31,0,0,Sorry for your bad experience <br/>  <br/> From what I've read it sounds like your body has a hard time detoxing - I have a big problem with this myself <br/>  <br/> My LLMD has me taking drainage products (Pekana drainage remedies) and some other things to help me detox.  <br/>  <br/> If I take something to  detox  my liver etc - all those toxins have to go somewhere - my body needs help eliminating them - that's where the drainage remedies come in <br/>  <br/> Your liver can be functioning fine  but if your body can't eliminate toxins they just hang out and make you feel terrible. <br/>  <br/> Since you sound to be a complicated patient (like me) I agree a different LLMD more knowledgable in detox pathways would help you <br/>  <br/> Just throwing anitbiotcs at a problem and then not addressing why you feel horrible and suicidal <br/> isn't acceptable  <br/>  <br/> Good luck!,40,8,0.094936709,Experimental,Experimental
1408.614018,no,no,44,93146,485,29,0,0,HAPPY BIRTHDAY TUTU!!!!!!!! <br/>  <br/> Pam,38,1,0.333333333,Experimental,Experimental
1411.762411,yes,no,424,118128,84,2,0,0,same here.....I feel weird a lot..... and it is so hard to put it into words. <br/>  <br/> I feel a little jittery  but don't know how to explain the rest. <br/>  <br/> I also have a hard time clearing my throat a lot...... feels like I have super glue in my throat! <br/>  <br/> And I get this itch in my chin that is under the skin...you know  you can't scratch it.....I don't know what that is about...it drives me crazy.,13,10,0.073170732,Experimental,Experimental
1414.579328,yes,no,169,8655,330,1,0,1,The Zith did nothing for my son. <br/>  <br/> We haven't tried Art yet. <br/>  <br/> I worry because I here it is tough on the liver. <br/>  <br/> Thanks for your reply-,2,3,0.181818182,Experimental,Experimental
1416.417706,no,no,413,30946,20,15,0,0,I loved this movie!  The character with Lyme was the only  sane  one  which was supposed to be ironic given his struggles.  It was a DARK comedy  and I felt it did the Lyme community justice.  I loved how they mimicked tinnitus to give you an uneasy feel when he was having episodes and how they addressed the ridiculousness of psychosomatic accusations.  This movie had depth so perhaps it is over a few heads...,22,74,0,Experimental,Experimental
1416.493871,no,no,77,84986,15,217,0,0,Sensational.....this is how I have been feeling lately! ( hope it continues!),619,12,0,Experimental,Experimental
1424.649427,no,no,208,43044,323,3,0,0,Screw ethics!!  This is no better than creating a bio weapon or new disease is it not.  Did I miss something??   Who the hell feels we need a new species of mycoplasma on this planet?  <br/>  <br/> Baffling!!,16,12,0.052631579,Experimental,Experimental
1444.009223,no,no,342,3837,368,456,0,0,Hi Mojoey  <br/>  <br/> Joey  <br/>  <br/> Have a wonderful and safe trip over.  I will be checking your blog to see about all the progress you are going to make(think positive)!!!!!! <br/>  <br/> We are all wishing you well and can't wait to hear of your experience. <br/>  <br/> Thank you in advance for sharing!      <br/>  <br/> Elizabeth,1279,4,0.169491525,Experimental,Experimental
1448.170825,yes,no,3136,97639,7,0,0,0,Just really really down lately. Still can't find treatment or a doctor even after switching insurance and the regular MD I picked off the insurance list was a total bomb. I new it wouldn't get me a diagnosis of Bart or anything but it was probably the worst office I've been to yet. disorganized and ineffectual.  <br/>  <br/> Couldn't even get in to see the doc but a PA instead who wouldn't refill my pain killers only refer me to a pain clinic (although she hadnt the foggiest where that was cause only the lady that processes the referrals knows that) but that lady says I can't get a referral till I see the actual dr. Not that I had known my new patient eval would be with a pa. They schedule me another appointment for the dr so i could get a referral so i could go to a pain clinic so i could get my pain pills refilled.... however the idiot front desk again set the appointment up with a PA because the dr was out all week!  <br/>  <br/> Now Im about out of meds so by the time I see the actual dr (supposedly tues) just so she can say  you have fibro sorry nothing we can do go see the pain clinic  wait for a referral to be mailed to us since they cant just hand it across the desk mind you and then call and make an appointment with the pain clinic which may or may not prescribe pain killers anyways. <br/>  <br/>  Oh and since they have been my only effective (when they are) treatment for about 2-3 yrs now my body is dependant (I am soooo not addicted however no matter what the medical community believes of 25yr olds and how if we take any drug it must be for fun) so Im going to be writhing in even more pain. Not that I am not already since Im so low on the drugs Im refusing to let myself take more than one at a time which means I can only really effectively dampen my pain from the  im going to kill myself  point to the  God can I please just go to sleep for a week or two  point for about 4 hours.  <br/>  <br/> I'm just having such a friggen hard time the last to weeks and I dunno what to do. I have no friends and no real family around (in-laws who are as different from me as fire is from ice-cubes so they really have no idea how to comfort me... if they even know what the word comfort is but thats a diff story... sort of) they all live other side of the country and have too many problems of their own for me to bother them with really  though ive still done that many times these past two weeks.  <br/>  <br/> And my beloved husband tries hard but he might be an orange that fell from an apple tree he still hit the ground too close sometimes. He doesn't really  get  what Im going through or just how bad it is and even when I explain it the relevations really only last an hour or two till he has to go to work or falls asleep or something and then I'm left alone again.  <br/>  <br/>  <br/> I'm just kinda at wits end and dunno what else to do anymore. The pain is killing me sometimes I think literally... <br/>  <br/>  <br/> sorry if i didnt make this spaced out enough or in the wrong place just needed to get it all out there and maybe in front of people who understand like im sure you guys do.,6,35,0.025723473,Experimental,Experimental
1451.694494,yes,no,540,143639,30,7,0,0,Its ok to have an opinion though isn't it. <br/>  <br/> I know I paid 100.00 dollars to have bottles of pills placed in a machine and when I touched the machine (sad but I cant remember the exacts) it would determine which pills would work best on me  my food allergies etc. <br/>  <br/> I felt like I blew 100.00 but I was willing to try anything.  I think it is a Joke and I wont ever do anything like that again.  Buts thats my opinion.  Some might believe and thats their opinion.   <br/>  <br/> Why cant we express those opinions here?,14,13,0.058252427,Experimental,Experimental
1464.947722,no,no,125,24592,8219,3,0,0,use ice on her ankle if swollen <br/>  <br/> alternate with low heat heating pad helps too...does for me  60 yr. old woman...,5,7,0.086956522,Experimental,Experimental
1466.726396,yes,no,451,57643,105,3,0,0,I'm currently on 3 shots of 1.2 MU per week.  <br/>  <br/> The shots are painful  but not overly so for me. Luckily  I have a high pain tolerance and previous experience with multiple piercings and tattoos.     <br/>  <br/> My main concern is that  well  I think it's what all of us are thinking--I want my life back! I want my brain back! <br/>  <br/> It's so difficult to figure out how aggressive to be (and when)  in balance of risks and benefits.,5,11,0.072289157,Experimental,Experimental
1467.453441,no,no,305,76531,812,12,0,0,bettyg  <br/>  <br/> I still think she was in heaven pulling some strings-- <br/>  <br/> my husband got his new job within a day of her passing. <br/>  <br/> In a way I wish she could have been here for him to tell her the news  but than I got to thinking maybe she arranged things when she got to heaven.,14,7,0.098360656,Experimental,Experimental
1475.825808,yes,no,2056,57231,1072,8,0,0,Although cholestyramine can be used for C.diff toxins  it is usually used in lyme patients for neurotoxins caused by borrelia.   <br/>  <br/> I agree with you tcw - I wish more information was available for herbs.  Unfortunately  there is not a lot of financial support from drug companies or the governement to pay for studies on the effectiveness of specific herbs.  <br/>  <br/> Unlike drug companies who can patent a specific drug and have exclusive rights to sell it in order to pay for their expenses  companies that sell herbs can't patent an herb so they don't pay for studies because they can't recoup the expense.  That said  you can find studies on some herbs or herbal products by searching medline.  <br/>  <br/> Detox as we discuss it here covers a very broad range of detox issues.  So much of what a person needs for detox depends on their specific genetics  combinations of exposures  amount of exposure etc.. <br/>  <br/> I'm happy for those who get well without going to the expense and effort of dealing with detox issues.  Unfortunately  based on my experience  I'm not one of them.   <br/>  <br/> For most of my life I was told that I couldn't tolerate abx because I was allergic.  Lab tests show that I am not allergic.  It appears that all along it was the die off that was making me so sick.   <br/>  <br/> I cannot tolerate treatment without extensive detox. I'm very lucky that my LLMD was open enough to learn what he needed to learn in order to help me and others like me.  As far as I'm concerned  my experience with treatment and detox confirms my genetic test results that show that I have detox issues  <br/>  <br/> When I bring up detox issues on this board it is not to sell anything or complicate treatment.  It is solely to help others who like me  need help in order to tolerate treatment. <br/>  <br/> For those who don't need or want it  great!  For those who do  thank goodness there are LLMD's who pay attention to clinical results rather than requiring studies before they will try to help us.  <br/>  <br/> Terry,16,18,0.049315068,Experimental,Experimental
1493.658661,no,no,484,4425,327,986,0,0,It seems like everyone is mad at Six for doing something she felt was only RIGHT... yet NO one seems to be upset that gigi didn't disclose that she was getting money for bionic sales??? I don't understand... <br/>  <br/> I can only imagine how hard it must have been for six to come on here and tell us what is going on... I mean it is so obvious that she is GRATEFUl to gigi because she is now well because of the therapy.  <br/>  <br/> Thank you Six for being honest with all of us!,1279,18,0.041666667,Experimental,Experimental
1500.56138,yes,no,1175,16422,146,19,0,0,I had this in the extreme early on in my lyme journey....6 years ago  and landed in the emergency room twice.  I wore halter heart monitors and the entire thing....and it never ended  until.... <br/>  <br/> I went to the emergency room room with the heart situation  irregular beats..racing heartrate and then slowing  just driving me totally insane... <br/>  <br/> And when I got to emergency they did blood work and fond my  d-dimer  was high  meaning my clotting level was high.  So they gave me a huge dose of blood thinners injected into the belly. <br/>  <br/> Within 15 mintues the irregular heart beats stopped  and have never occurred again until my babesia got really out of control 1 year ago.  Appropriate babs treatment took care of it again. <br/>  <br/> What I learned is that babs causes sticky red blood cells  so ... <br/>  <br/> yes  there was some clotting or sticky cells holding up the plumbing.  That is the best way I can explain my experience. <br/>  <br/> Of course  the hospital staff told me to see my pshychiatrist after I observed that blood thinners caused the irregular heart beats to cease.  Placebo effect they said.        <br/>  <br/> Mary,23,12,0.069306931,Experimental,Experimental
1504.947703,no,no,279,34430,8219,1,0,0,up for TIMACA ... <br/>  <br/> kayak   if she doesn't answer;   click on directory up at top <br/>  <br/> go to top line  left side and type in her name <br/> click search <br/> it will show her name and you can send her a pm from there with your link of info <br/> good luck!   ,4,6,0.125,Experimental,Experimental
1528.89155,no,no,70,3390,1538,1203,0,0,That is horrible about Dr. K.  And they say we live in a FREE country.,1279,15,0,Experimental,Experimental
1531.701946,no,no,133,104094,8219,12,0,0,to all  <br/>  <br/> cathy has really been going thru bad times with this new iv!  so say some extra prayers for her....  thanks all!,15,7,0.08,Experimental,Experimental
1532.229045,no,no,74,85253,118,458,0,0,E -  Eventually  ..... maybe somebody will come along and play with me!   ,619,13,0,Experimental,Experimental
1537.085479,yes,no,1022,116209,2438,3,0,1,I can feel your pain....really. <br/>  <br/> I am much older than you  but at 17 contracted hepatitis A and lost  <br/>  <br/> My whole senior year.  Was sick for about 2 years after.      <br/>  <br/> I was at college then.  Couldn't party.  Couldn't hang out all hours  etc. <br/>  <br/> I went through one of my worst herxes a couple of weeks ago. <br/>  <br/> The  I am dying  kind.  I needed some encouragement then. <br/>  <br/> My wonderful friends here gave me some. <br/>  <br/> Now I am passing that to you.      <br/>  <br/> I am feeling better now   Much  much better than 2 weeks ago. <br/>  <br/> You will too. <br/>  <br/> Hang in there.  There are better days  brighter tomorrows and rainbows <br/>  <br/> Just waiting to be seen.  Life is always important. <br/>  <br/> Just because we don't get there gracefully is a testament to our ability to endure and persevere. <br/>  <br/> Sending you positive thoughts  prayers and Angels to hold you during these dark days. <br/>  <br/> Hugs  <br/>  <br/> Geneal,4,4,0.168539326,Experimental,Experimental
1543.426726,no,no,598,61400,472,33,0,0,Avoid the ticks  that's the best idea! <br/>  <br/> Rose Geranium essential oil is supposed to work. Apparently ticks hate it. If you live in an endemic area  or hike in endemic areas  or unfortunately your neighborhood has deer  mice  infestation  well  you can mix half geranium essential oil and half water and spritz it on yourself and your clothes  and on a few bandanas  put one around your neck and one around each ankle. Same for your pets--spritz them (not cats--cats are sensitive) and then put a spritzed bandana around their neck. <br/>  <br/> This supposedly works well. Not foolproof.,45,19,0.03960396,Experimental,Experimental
1552.088183,no,no,1121,140713,4,1,0,0,That is good advice Randi  unfortunately  to get drugs out of the VA pharmacy you need a script written by a VA doctor. <br/>  <br/>  Given that the VA is the WORLD'S BIGGEST HMO  and the ID department at the VA's will not send your blood to Igenex. Nor will they accept or trust any of the seven or eight blood test results you already have. <br/>  <br/>  The chances of getting anything that will help a person with lyme disease are little and nill. <br/>  <br/> How do you get them?? <br/>  <br/>  They have already told me they WILL NEVER give me the types of painkillers or antibiotics(open ended) that the doctors on the outside  that I probably have a  deal of some kind going with . <br/>  <br/>  You bet they said that! They choose not to believe a VietNam Vet did'nt use and abuse drugs as well. <br/>  We just can never seem to get rid of the stigma! <br/>  <br/> Anyway. Until the VA fills skripts that our outside doctors write for us...they are useless and Wally mart is even cheaper now. <br/>  <br/> NO not for the painkillers or muscle relaxers but for a lot of the abx's and other meds. <br/>  <br/>  BB,3,10,0.080952381,Experimental,Experimental
1553.789415,no,no,230,101347,3,0,1,0,This is some very interesting new research. Look at the MS map then the lyme map. <br/>  <br/>    http://www.canlyme.com/megan_geostatistical_analysis2.html  <br/>   <br/>   [ 21. March 2006  11:41 PM: Message edited by: lymeit ] ,8,5,0.125,Experimental,Experimental
1554.068624,no,no,218,10093,1538,66,0,0,Thanks  Bob.  I plan on doing another in two weeks.  I won't wait a day longer as I can't wait to do it!       I had an unbelievable amount of stuff come out  much like you had described to me only all peas  no grapes.,157,44,0,Experimental,Experimental
1558.045107,no,no,103,22953,826,43,0,0,Thanks Sea Lady you can disregard my PM.  You answered it here! <br/>  <br/> I might try AM dosing too.,46,6,0.1,Experimental,Experimental
1559.357602,no,no,72,107566,1457,13,0,1,Today  22nd  is Achey's birthday.  Erin as we know her.  Just found out!,14,13,0,Experimental,Experimental
1560.133583,no,no,80,101108,2563,13,0,0,Thanks for the support. That means a lot. Getting through these times are scary.,15,14,0,Experimental,Experimental
1565.656013,no,no,89,11715,280,2,0,1,Dear Scott  <br/>  <br/> Thanks for posting this!! <br/>  <br/> Love  <br/>  <br/> Cass A,3,1,0.4,Experimental,Experimental
1573.13396,no,no,776,18334,8219,29,3,0,just posted this on greta aka 2roads post where she might have swine flu.... <br/>  <br/>  <br/>  http://www.cdc.gov/swineflu/swineflu_you.htm  <br/> above link is TEXT of the video below!! <br/>  <br/> has suggestions on meds  etc. on what to do and discusses CHILDREN! <br/>  <br/> good  informative 5.5 minute swine flu video <br/>  http://www.youtube.com/watch?v=85sD83aRUIQ  <br/>  <br/>  <br/> below link is where i got this from and has much more there: <br/>  <br/>  http://www.nlm.nih.gov/medlineplus/swineflu.html#cat42  <br/>  <br/>  <br/> if you need things  have a neighbor/friend/family member go do things for you. STAY HOME; keep son at home too. wear MASKS also in home or anywhere. <br/>  <br/> greta  my best to you  your son  and family. [group hug] [kiss],36,4,0.165217391,Experimental,Experimental
1573.758158,no,no,261,133322,313,4,0,1,It is a good idea to check the expiration dates on all meds.  You many need to get rid of some of them. <br/>  <br/> Ones that are still okay might be given to a nursing home.  Some of them accept meds. <br/>  <br/> Good luck on your move. <br/>  <br/> Ann - Oh,5,6,0.111111111,Experimental,Experimental
1575.180337,no,no,119,63597,8219,3,0,1,yes  see the other 2 threads with 50-75 replies on them. <br/>  <br/> it's very sad  but it's been posted many times...,4,6,0.090909091,Experimental,Experimental
1580.921912,no,no,144,70716,1392,209,0,0, Thought for the day.......  Attachment to spiritual things is? just as much an attachment as inordinate love of anything else.  Thomas Merton  ,1470,22,0,Experimental,Experimental
1586.131828,yes,no,128,7383,1248,30,0,0,I'm turning into a Wrinkled Smurf! <br/>  <br/>      <br/>   <br/>   [ 05-28-2009  05:16 PM: Message edited by: Melanie Reber ] ,105,3,0.2,Experimental,Experimental
1587.141314,no,no,9004,32523,2,0,1,0,My guess is that the vast majority of Lymies suffer from adrenal fatigue. <br/>  <br/>  http://www.project-aware.org/Resource/articlearchives/adrenalfatigue.shtml  <br/>  <br/> Surprisingly  the most common test for adrenal fatigue is not mentioned -- taking the blood pressure with the patient sitting and then standing up -- the blood pressure should increase and not stay the same or drop.  <br/>  <br/> On 2nd thought maybe that is the postural hypotension test that is mentioned -- a much more sophisticated and expensive version of this test is the tilt table test. <br/>  <br/> WV Hillbilly <br/> ------------------------------------------------- <br/>            <br/>  Adrenal Fatigue  <br/> by Vicki Wade  Pharm. D <br/> January 2005 <br/>  <br/> Have you recently experienced a major stress in your life  be it illness  job  death  children  etc? After this stress  have you felt as though you just cannot seem to get yourself together  or at least back to where you used to be?  <br/>  <br/> Are you usually tired when you wake up  but still  too wired  to fall asleep at night? Is it hard for you to relax or to get exercise? Do you find that you get sick more often and take a long time to get well? If so  then you  like many other Americans may be experiencing symptoms of Adrenal Fatigue. <br/>  <br/> Adrenal fatigue is not a new condition. People have been experiencing this condition for years. Although there is increasing physician awareness  many are not familiar with adrenal fatigue as a distinct syndrome. Because of this lack of knowledge  patients suffer because they are not properly diagnosed or treated. <br/>  <br/> Adrenal fatigue is a condition in which the adrenal glands function at a sub-optimal level when patients are at rest  under stress  or in response to consistent  intermittent  or sporadic demands. <br/>  <br/>  The adrenal glands are two small glands that sit over the kidneys and are responsible for secreting over 50 different hormones?including epinephrine  cortisol  progesterone  DHEA  estrogen  and testosterone. <br/>  <br/>  Over the past century  adrenal fatigue has been recognized as Non-Addison?s hypoadrenia  subclinical hypoadrenia  neurasthenia  adrenal neurasthenia  and adrenal apathy. <br/>  <br/> Generally patients who present with adrenal fatigue can often be heard saying   After______  I was never the same.   <br/>  <br/> The onset of adrenal fatigue often occurs because of financial pressures  infections  emotional stress  smoking  drugs  poor eating habits  sugar and white flour products  unemployment and several other stressors. <br/>  <br/>  After experiencing many of these events over a long period of time  the adrenal glands tend to produce less cortisol  the body?s master stress hormone.  <br/>  <br/> Cortisol?s main role in the body is to enable us to handle stress and maintain our immune systems. The adrenal gland?s struggle to meet the high demands of cortisol production eventually leads to adrenal fatigue. <br/>  <br/> Patients with adrenal fatigue have a distinct energy pattern. They are usually very fatigued in the morning  not really waking up until 10 AM  and will not usually feel fully awake until after a noon meal. <br/>  <br/>  They experience a diurnal lull in their cortisol (the stress hormone produced by the adrenal gland) and as a result  they feel low during the afternoon  generally around 2-4 PM. <br/>  <br/>  Patients generally begin to feel better after 6 PM; however  they are usually tired after 9 and in bed by 11 PM These patients find that they work best late at night or early in the morning. <br/>  <br/> Some key signs and symptoms of adrenal fatigue include salt cravings  increased blood sugar under stress  increased PMS  perimenopausal  or menopausal symptoms under stress  <br/>  <br/>  mild depression  lack of energy  decreased ability to handle stress  muscle weakness  absent mindedness  decreased sex drive  mild constipation alternating with diarrhea  as well as many others. <br/>  <br/> Although there no specific tests that will provide a true diagnosis of adrenal fatigue there are tests that may contribute to an assessment  such as a postural hypotension test  an AM cortisol test  or an ACTH stimulation test. <br/>  <br/>  It is customary for a physician to assess the adrenals together with thyroid tests to rule out insufficiency  which sometimes occurs in long-standing hypothyroidism. <br/>  <br/> A single determination of plasma cortisol or 24-hour urinary free cortisol excretion is not useful and may be misleading in diagnosing adrenal insufficiency. <br/>  <br/>  However  if the patient is severely stressed or in shock  a single depressed plasma cortisol determination is highly suggestive. An elevated plasma ACTH level in association with a low plasma cortisol level is diagnostic. <br/>  <br/> Treatment for adrenal fatigue is relatively simple. Lifestyle modifications can be initiated to treat this condition. <br/>  <br/>  Simple changes such as more laughter (increases the parasympathetic supply to the adrenals)  small breaks to lie down  increased relaxation  regular meals  exercise (avoiding any highly competitive events)  early bedtimes and sleeping until at least 9 AM whenever possible can all benefit those experiencing adrenal fatigue. <br/>  <br/> A diet that would be conducive to treating adrenal fatigue includes one that combines unrefined carbohydrates (whole grains) with protein and oils (nuts and seeds) at most meals?olive  walnut  fiber  flax and high-quality fish oil. <br/>  <br/>  It is also important for patients to eat regular meals  chew food well  and eat by 10 AM and again for lunch. Patients should look to avoid any hydrogenated fats  caffeine  chocolate  white carbohydrates  and junk foods. Diets should have a heavy emphasis on vegetables.  <br/>  <br/> It may be of additional benefit that patients add salt to their diet  especially upon rising and at least a half-hour before their lowest energy point of the day. (Preferably  1/8 to 1/2 teaspoonful of sea salt  Celtic salt  or sea salt w/kelp powder added to an 8 oz glass of water). <br/>  <br/>  In adrenal fatigue  one should not follow the USDA?s Food Guide Pyramid  as these patients tolerate fewer carbohydrates and need more protein. <br/>  <br/> The addition of nutritional supplements may also offer additional benefits to patients experiencing adrenal fatigue. They should consider the addition of: <br/>  <br/> Vitamin C 2 000-4 000 mg/day Sustained Release  <br/> Vitamin E w/mixed tocopherols 800 IU/day  <br/> Vitamin B complex  <br/> Niacin (125-150 mg/day) ? as inositol hexaniacinate  <br/> B-6 (150 mg/day)  <br/> Pantothenic acid (1200-1500 mg/day)  <br/> Magnesium citrate (400-1200 mg)  <br/> Liquid trace minerals (zinc  manganese  selenium  chromium  molybdenum  copper  iodine)? calming effect  <br/> If depression is present ? Add SAM.e 200 mg bid; DL-Phenylalanine (DLPA) 500 mg bid  <br/>   <br/> Some herbal remedies that have been noted as possible therapies include Licorice  Ashwagandha  Maca  Siberian Ginseng  Korean Ginseng. <br/>  <br/>  Note: Licorice can and  if taken over time  does have a propensity to elevate blood pressure. It should not be used in persons with a history of hypertension  renal failure  or who currently use digitalis preparations such as digoxin. <br/>  <br/> Under the supervision of a physician hormone supplementation with DHEA  Pregnenolone  and Progesterone may also offer some benefits. There are several glandular extracts on the market that contain adrenal  hypothalamus  pituitary  thyroid  and gonadal that are also often recommended. <br/>  <br/>  Sometimes the initiation of hydrocortisone (Cortef®) may be necessary as a replacement hormone when cortisol is not being produced by the adrenals. While the initiation of corticosteroids  such as hydrocortisone may have quick and dramatic results  they can sometimes make the adrenals weaker rather than stronger.  <br/> As a result  the initiation of hydrocortisone is usually a last resort. <br/>  <br/>  It is important to note that patients may have to undergo treatment for 6 months to 2 years. <br/>  <br/> While a cortisol measurement may be helpful to confirm any thoughts or ideas that a patient may have decreased adrenal function  typically blood cortisol levels would be tested along with blood levels of potassium  and sodium. <br/>  <br/>  If the pituitary gland is the cause of adrenal failure electrolyte levels are usually normal. Practitioners usually pay attention to extremely low cortisol levels  which generally diagnoses Addison?s disease?a condition in which the adrenal glands are completely depleted  also considered a medical emergency.  <br/>  <br/> If you think you may be experiencing adrenal fatigue or if you are unsure  feel free to contact one of the consultant pharmacists at Bellevue Pharmacy Solutions at 1-800-728-0288. <br/>  <br/> Copyright © 1997-2005 ProjectAWARE. All rights reserved.,21,13,0.068017366,Experimental,Experimental
1590.269429,no,no,369,69895,932,6,1,0,Lyme Disease: A Clear and Present Danger <br/>  <br/>  http://www.youtube.com/watch?v=gLX4KF7xzv0  <br/> 8 min. 9 sec. <br/>  <br/> A very professional and educational lyme disease video.  Good for people who may be new to lyme disease to see.  Most of us who've had it for a while probably already know all the information it gives  but it is a good video nonetheless.,89,9,0.081967213,Experimental,Experimental
1604.662705,yes,no,391,60888,167,1,0,0,Hi Jenin98  <br/>  <br/> I would call the Doctor that is doing the endoscopy he is the one that should know what meds your taking before he does the test. <br/>  <br/> I've had this test done about 4 months ago but I don't remember anything about it. The doctor give me a pill and I didn't feel a thing. <br/>  <br/> Good luck and don't forget to call the Doctor - ASAP!!! <br/>  <br/> Steve,4,7,0.105263158,Experimental,Experimental
1605.911308,yes,no,320,112997,1457,8,0,1,That is so sweet and unreal.  My 12 year old avoided me for a year and wouldn't look at me or talk to me because he thought I was going to die  so he just detached. <br/>  <br/> We finally got that out in the open.  So heartbreaking.   <br/>  <br/> Our children are the most innocent and ravaged victims of this illness.,9,11,0.064516129,Experimental,Experimental
1621.80909,no,no,235,140470,425,5,0,0,I'm so sorry Dilly this is tough news for you and your family. <br/>  <br/> I lost my Dad 3 years ago.  I hope you can spend quality time with him before this happens....make every day with him count. <br/>  <br/> Sending my prayers   ,51,8,0.090909091,Experimental,Experimental
1628.50123,no,no,73,141241,2563,15,0,1,Hurray. Glad you had a good time  good food  and good health while there.,16,14,0,Experimental,Experimental
1631.697547,no,no,322,45149,39,7,0,0,It is 3 days of zithromax  then 2 of diflucan  then 3 of zithromax  etc. <br/>  <br/> My dr is an LLMD  I think ILADS.  He did say that by pulsing it would keep the Lyme on it's toes  and not let it get too resistant. <br/>  <br/> He also did say the Diflucan would not just help with yeast  but with Lyme (didn't say how),17,12,0.060606061,Experimental,Experimental
1638.814193,no,no,156,49091,50,24,0,1,lyme toot too  i dint take the photo......i just cant fight n e more  im giving up ....im tired of fighting and arguing etc just to live...and be pain free.,25,30,0,Experimental,Experimental
1646.859842,no,no,838,10011,4288,132,1,0,<br/>  <br/> Scott   <br/>  <br/> Thanks so much for Klinghardt's link.  And  I'm glad to see it's pretty easy.  Since kryptopyrroluria is a secondary coproporphyrinuria (one category of porphyria) I've added this thread and that link to the Porphyria thread below. <br/>  <br/>  <br/> Here's a link for a full range of the porphyrias. <br/>  <br/> If porphryia is a concern  a urine test may not be enough and can miss some forms of porphyria.   But porphyria tests are very tricky and anything along the way to help identify these problems with liver metabolize are welcome.    If more information is needed: <br/>  <br/> ----- <br/>  <br/>  <br/>    http://flash.lymenet.org/scripts/ultimatebb.cgi?ubb=get_topic&f=1&t=071168    <br/>  <br/>  <br/> Topic: PORPHYRIA LINKS - Re: Cytochrome P-450 liver detox pathway <br/>  <br/>  <br/> -,157,7,0.097560976,Experimental,Experimental
1647.253262,yes,no,821,61360,1052,5,0,0,I thought it was interesting  didn't read the whole thing  but looked at the charts. Seek...'Thyroid Outer Space'  haha!! <br/>  <br/> Sorry Betty  I can't do anything to space the text  if I could  I would =) <br/>  <br/> Also  what is UFFDA?? I've seen you use it before  but I have no clue! <br/>  <br/> LOS  I've also read about Reverse T levels  there are so many things to check  and most doc's will ONLY do a TSH! Like my husband who's body temp is consistantly low (96-97)  when he passed out last week  I asked the doc to check thyroid (well I told her about his body temps and I was worried about thyroid  so she did order it). <br/>  <br/> Course they did a TSH  that's it! <br/>  <br/> So frustrating. I hope his PCP will do a broader panal next week. <br/>  <br/>  <br/> Anyhow  Take care  <br/>  <br/> Ocean,8,8,0.097402597,Experimental,Experimental
1655.631628,yes,no,406,61229,382,11,0,0,Jamie - I can realate - many a time I have called the ambulance  thinking  this is it ..that it was my time to go..so frustrating and so sad you have to deal with this too. <br/>  <br/> You are right  perhaps those of us with these cardiac sx should devote more time to  calming  our systems down thru proper deep breathing exercises  meditation  prayer  whatever can get us through that rough period..    ,41,23,0.02739726,Experimental,Experimental
1658.199702,yes,no,980,99416,163,0,1,0,I read a post from someone today who was looking for a doctor in Los Angeles.  <br/>  <br/> She said her doctor told her she'd never seen a case of lyme.  <br/>  <br/> You know  having 8 doctors tell me this as I tried to figure out how I got so incredibly sick led me to NOT pursue Lyme. They convinced me.  <br/>  <br/> I found this map  from 3 years ago  from Los Angeles County West Vector & Vector-Borne Disease Control District. Clicking on the left    locations of lyme  will bring up a map showing where Borrealis positive ticks were found.  <br/>  <br/>     http://www.lawestvector.org/     <br/>  <br/> I don't know about anyone else  but I'm about 6 miles from one of these sites.  <br/>  <br/> It is so maddening. If I had $10 for every time I was told I couldn't get Lyme here....I could almost afford my medication now. <br/>  <br/> It should go without saying that I was diagnosed with Lyme (and Babesia). And with the help and support of people here on this board.,5,10,0.079096045,Experimental,Experimental
1664.302914,no,no,263,4355,1538,922,0,0,   quote:   Originally posted by seekhelp: <br/>   <br/> If I went there and cured myself  I would be nothing but grateful.  Sixgoofykids never once said the treatment didn't work.  It's an ethical point she's making.  <br/>      Thank you.  I mean no malice.    ,1279,9,0.073170732,Experimental,Experimental
1673.456596,no,no,63,4802,868,1,0,0,The EIA is about the same as the ELISA.  It isn't worth a darn.,14,14,0,Experimental,Experimental
1673.786627,no,no,175,112252,162,6,0,0,Kam  <br/>  <br/> Ya  that was my thought  too.  <br/>  <br/> Thank you Lymetoo. I can't afford it  but it's reassuring just to know that it was printed. <br/>  <br/> daise   ,18,3,0.193548387,Experimental,Experimental
1685.238024,no,no,82,31554,1238,20,0,0,Thanks for posting that!  <br/>  <br/> I'm going to look it over further tomorrow.,25,4,0.142857143,Experimental,Experimental
